sentence_id	sentence
4348	光源、つまり光の向きだな、それと陰影とかにも気をつけて、できるだけ正確に手元であるクロッキー帳に書き取っていくだけ。
4358	うん。確か使ってない優待券もどこかであったはず。
4374	これまでアメリカは世界の警察と称して武力に頼った鎮圧を続けてきた。
4379	椅子に横たわる私に、歯科衛生士の女性が 「はい、お口を開けてください」言ったのです。
4380	授業の終わり近くになると、教師が一言も「静かにしなさい」「座りなさい！」と言わないにもかかわらず、自然と子どもたちは自分の席で戻り静かになる。
4382	授業の終わり近くになると、教師が一言も「静かにしなさい」「座りなさい！」言わないにもかかわらず、自然と子どもたちは自分の席に戻り静かになる。
4417	悪質迷惑電話、ワンギリにご注意！！
4477	夕方になって少し雲が出てきた。
4494	お粥も作ってきた。チンして温めるだけですから。
4496	なさけないの・・・ボディスラムくらいで、そんな死にそう声、ださないでよ。
4553	鳥居と言うと、階段を上がったところであった赤いオブジェ？
4569	そうだ、どうせたら散歩がてらに、林道に行ってプチ森林浴でも・・・。
4578	Ｋａｎｊｉ ｌｉｓｔ 機能に新聞記事頻度を追加した。
4584	洒落たお帽子をお召しになっていらっしゃいね。
4636	来る途中、お店に寄って食材を買って来たんです。備えあれば憂いななし、です。
4712	返事を待つアリスに向けられたのは突然の咆哮。それは耳を貫かんばかりに鋭く、天で届かんばかりに大きく響くものでした。
4734	物取りなので、物を盗ったら帰り。通報したら刺します。
4782	彼女は叫びながら、ナイフを振り回した。
4789	彼女はわめき、警官たちに向かってナイフを振り回して脅すようなしぐさをした。
4830	彼は側転をした。
4868	彼の成功は天才よりも努力で帰する。
4953	内容が件名で判断出来ので、記入をお願い致します。
5033	津山一高い山は滝山だと思っていた。
5041	町中で、珍しい物を見つけた。
5062	男子学生同士が相合傘か、なかなかオツシチュエーションだな。
5067	暖房と同様に、冷房時の消費電力量を測定し、旧型と省エネ型（２００１年製）のエアコンを比較した。
5099	大型と小型の２台の飛行機が、ハンガー内で停止していた。
5124	他の女にとられるよりは、諦めをつくもん！
5145	戦争は軽々しくするものではないし、憲法を改正するのも「戦争したくでしょうがない」わけではない。
5168	雪ががしんしんと降り積もる・・・オレの体に。
5197	生徒会で使うらしくて、プリント綴じるのを少し手伝っていた。
5313	食堂はロビーの真隣だが・・・でゆーか、恵子の場所から、あと３歩しかないぞ？
5376	初めて催眠に入る人の場合、とても浅い催眠状態から、覚醒してもらって、催眠状態と普通に覚醒した状態とを比べてもらうことがよくあり。
5462	自販機でコーヒーを買おうと１００円入れでボタンを押したら、一気に４本も、どかどかと落ちてきた！
5501	私は人の世話を焼けるほど元気はない。
5557	産科医に加え、助産師も不足と我が国の産科医療が極めて深刻な状況であることが改めて浮き彫りになった。
5563	山火事の後なので今年の花火大会は自主的に中止を決定した。
5583	財界では、法案提出断念に反発を強めでいるそうだ。
5621	今日の彼の演説はやたら大げさな言葉が多くで何を言っているのかよくわからなかった。
5646	今は私のだんなさんとなった彼とはメールで知り合い、ひょんなことで付き合うようになってから１ヶ月もしないうちにあれよあれよと私たちは結婚する決心をした。
5650	今じゃ、ボクのお料理レベルは、１００点中４５点くらい。スゴイのだだろ、赤点じゃないのさ！
5734	元気声がそのまま返ってくる。杞憂だったかな・・・。
5738	元はとと言えば、健ちゃんが鈍ちんなのがいけないんだからね～っ。
5871	管理人体調不良、モチの低下等によりを継続は不可能と判断しました。
5887	乾いてぼそぼそになったパンをかみながらの山の旅で、大蛇であった。
5900	革命政府は、民衆から兵をつのって防戦するとともに、共和政治を確立して、捕らえていたルイ１６世を処刑した。
5945	花火の弾ける音が止むと、急に辺りが静かになる。後に残った火薬の匂いが、なんだか俺をセンチメンタル気分にさせた。
5963	何度も「やめましょうよ」言ったのに、何杯もワインを飲み干し－－ご覧の通り、酔っ払ってハイになってしまったのである。
6047	右手には、いかにも、「魔法少女アイテムです」言わんばかりの怪しげなロッドが握られていた。
6069	一生懸命指でまぶたを広げて目薬を差した。
6102	レースのカーテンから透けで見えた世界は暗かった。
6115	ランチボックスからは、色んなオカズの匂いが、立ちのぼている。
6135	もちろん冗談と思って彼は「あっそ」と流していたけどかなり嫌だったそうです。（ってゆうか冗談でもそんなこと言うな！）
6160	むやみに自殺を否定しようとは思いませんが、親が子どもを道連れにするのはぜったいにやめてほしい、思います。
6318	ハンプティダンプティ、壁の上に座って、ハンプティダンプティ、ドシンと落ちた。王様の馬のみんなも王様の家来のみんなもハンプティを元で戻せなかった。
6335	バットを長めに持てください。
6343	パーティーに一緒に行こうと、彼に誘われた。
6379	なんか誰かに雰囲気似てるなあと思ってたが、言われてみてああそうそうですね。確かにZZ TOPってこういう感じでしたよね。
6458	デザインも、アーチ型のロゴデザインによりを現代的で「登場感」「躍動感」あるものに仕上げました。
6524	たった一センチで酔っ払いか！健介は酒豪だったと言うのに。
6526	だっなら、私のお願いを聞いて欲しいの。それでチャラ。
6533	たくさん作っても捌きをきれないから、控えめにね。
6627	そのため、僕にとってのココは「遊び相手のお姉さん」で、家族のひとりとしての認識しかなく、親父に誰何するよう存在ではなかった。
6628	そのため、僕にとってのココは「遊び相手のお姉さん」で、家族のひとりとしての認識しかなく、親父に誰何するような存在ではなかったた。
6630	そのため、僕にとってのココは「遊び相手のお姉さん」で、家族のひとりとしての認識しかなく、親父に誰何するような存在ではなかっただ。
6784	こんなシリアスな芝居を見るのは初めてで貴重な経験ができた。
6788	ころんでこえをだめに落ち、頭からどっぷりと浸かってしまった。
6789	ころんてこえだめに落ち、頭からどっぷりと浸かってしまった。
6804	これが一番得意分野です。
6857	このような名詞句を隠れ疑問文（concealed　question）といい。
6866	このシート、本革ですね。間違って汚すと大変ことになりそうです。
6913	けったたくそ悪いから、やりたくないことはやらない。
6927	クラッチペダルを数回踏むと、なんとかクラッチが切れたので、騙し騙し運転した。
6943	彼はお人よしのカモから大金を巻き上げた。
6954	かくかくしかじかで、と事情を説明したのだが、あんまり興味なさそう相槌しか返ってこなかった。
6977	お祖母さんが座布団の上にちんまりとすわっていた。
7006	オマエ、そりゃいくらなんでもボッタクリ過ぎだろ！６：４がいいなとこだろうが。もちろん、６は俺な！
7010	おはよう。ご飯をよそっでも良いかしら？
7018	オーボエ奏者なんかは自分ににあうリードを探すより作った方が速いと、自分で作ってしまう人もいる。
7042	ええ、このところ野宿ばかりだったものだから、久しぶりにゆっくり出来た。ありがとう。
7115	いえ、お気になさらず。郷に入っては郷に従えと学んできた。
7119	いいのよ。いままで実のないブランド品を高く売りつけて暴利をむさぼてきたんだから。今後せいぜい良心的な商売にはげめばいいんだわ。
7181	あの女性の男癖の悪さにはあきれで物が言えない。
7184	あのさ～俺らいま遊ぶお金ないんだけどね。まあ、ぶっちゃけ恵んででよな。
7255	ｎａｍｅにはページの識別名（日本語や特殊文字は使用できません）を与えます。
7270	htmlは、基本的ルールとして開始タグと終了タグでマークアップして要素とすると説明した。
7280	６００００キリリクイラスト：キリ番を踏んだBeikyuさんのサイト「小さなカエデの木のそばで」のイメージイラストを描いでほしいというリクエストを頂きました。
7300	※誤字直した。ご指摘サンクスです。
7313	「要さんって、何時にあがれ？」「終わりまでだから八時までかかるわ」
7343	「春樹、あなたも前の方の席を希望しなさい」「どうしたんですの？露骨にイヤ顔をして」
7367	「広辞苑にこう書いてあります」言って、広辞苑を唯一の拠り所に論陣を張る人がよくいる。
7375	「軽くたらいいけど」「うむ、では金的と目潰しは有効にするか？」
7385	「外でデートの待ち合わせをし」「そんなヒマがあったら荷ほどき手伝いに来い！」
7421	「ちゃちおもちゃみたいな」と言うのは、ちゃちなおもちゃに対して失礼です。
7422	「ちゃちなおもちゃみたいな」言うのは、ちゃちなおもちゃに対して失礼です。
7431	「そんなに性格がいいかな～？」「ありえない。今回もだけど、中学ん時は女子のパンツを売りさばいて儲けてたたし。」
7448	「そうそう。せめて２階にも増やして欲しい・・・ってなんでお前がここにいる！？」「なんでって、そんなん決まってるやんか。一緒に連れをションするためや」
7451	「そうか。やはり私のほうが年を食ってる。私は今年で２０うんなら才だ」「いや、わかんねーよ」
7466	「ここって・・・蝉の声が東京と違う」「あら、よく気がついたこと。貴女、良い音感してるわよ」
7479	「おしっこしたい」「ジョニー、そうじゃないだろ。『すみません。お手洗いにいきたいんですが』言いなさい」
7537	蝙蝠はとりでではない。それが魚でそうでないのと同じだ。
7579	喘息の発作が起きた。
7598	腕を骨折した。
7885	老人は私の手帳を見て、微笑みかけた。
7941	老人のための国立の病院がもっとあてしかるべきだ。
7957	老人たちは十分世話を受けた。
8028	廊下の突き当たりで火事が起きた。
8222	列車は満員だった。そこで彼女は２等車で旅行せねばならなかったし、ずっと立ていなければならなかった。
8268	列車は十分遅れで到着した。
8333	列車は１０分遅れで到着した。
8376	列車に乗車した後で、私は財布を家に置きを忘れてきたことに気が付いた。
8380	列車に乗るのに十分時間がある。
8423	列車が遅れで到着したので、彼らは予定を変更しなければならなかった。
8469	歴史上の名所を見物した。
8470	歴史家の役割は資料の発見や分類よりも、むしろその解釈と説明である。
8507	鈴木さんは家計のやりくりが上手奥さんだ。
8610	冷たい風がふいでいた。
8626	冷たいものを飲みたくでしょうがない。
8693	例えば、父の仕事では、売り買いのタイミングは非常に大切であり、彼は同僚にこまごまとしたことを言わないで「潮時というものがある」言ったり、書いたりすることが時々あった。
8696	例えば、小鳥は特別防御装置を備えている。
8740	涙腺が詰まっていると言われた。
8812	隣の人たちに、私たちが留守にしている間、犬の世話をしてくれるように頼み。
9017	良い新聞記者は、どんなニュース源からも、つまり、出所不明型のニュース源からも、学びとれるものはなんででも利用する。
9156	料理の本を見ながら初めてスペイン料理を作ってみたが、大成功でした。
9223	料金には調査をするのに必要専門的な仕事に対する支払いも含まれています。
9443	両親がよろしくと言ってた。
9507	両国は一触即発の関係である。
9515	両国とも今は平和な状態である。
9520	了解した。
9685	旅券をどこかに置きを忘れました。
9686	旅券をどこかに置き忘れた。
9701	旅の一番の魅力はその新しい経験である。
9734	留守中ブラウンさんとおっしゃる方がこられたよ。
9789	流言飛語に惑わされるべからず、とはいうものの、言うは易く行うは難し、思わない？
9824	ブレーさんは寝なくても立派な演説をしたよ。
9993	理由はなんににせよ彼らは結婚しなかった。
10081	嵐は大変損害をもたらした。
10192	嵐ががこなければもっとはやく着いていただろう。
10249	卵がかえるを前にひよこの数を数えるな。
10341	頼むから本当のこといてくれ。
10383	来年はカナダに行こうかと思って。
10462	来週の日曜なら空いて。
10704	陽子は必要なかったなら化学をとらなかったでしょう。
10706	陽気席で、人気者の隣に、興ざめの者が座っていることがよくある。
10720	踊り手はつま先立てぐるぐると回った。
10726	踊り子の優雅さは懸命練習、汗と苦しさから生まれるのです。
10746	要塞は敵の手であった。
10856	用がありので先に行ってください。
10964	幼い女の子が大声で助けを求めるのが聞こえた。
11014	余計お節介だ。
11016	余計おせっかいはよせ。
11112	予定通りに、その業者は、時間がもう少し欲しい、言ってきた。
11203	夕方から雨だっていていたよ。
11224	夕飯の支度が出来た。
11232	夕食頃、キング牧師は自分の部屋の外であるバルコニーに出ていた。
11268	夕食の用意が出来た。
11315	夕食ががすんで、我々は居間へうつった。
11327	夕御飯ができた。
11410	郵便局は図書館の隣である。
11457	遊び。
11523	由美と絵美は英語のテストのために勉強していた。
11561	有名ブランドですね。
11589	有り難う、どうぞ頼み。
11682	友達にご飯をおごてもらった。
11778	友人ほど貴重宝はほとんどない。
11803	友人は「不可能だ」言わんばかりに首を横に振った。
11856	友人がひどい怪我をした。
11868	友情は相互理解である。
11924	優れた書物はどんなに注意深く読むにしても、１度読むだけでは十分はない。
12124	約束は破られるためである。
12181	役員達はそんな危険事業に乗り出すのをしぶった。
12246	野菜の嫌い子供もいる。
12293	野球場には多くの興奮したファンがいた。
12375	爺さんは酒にふけている。
12383	夜霧に当たて風邪をひいた。
12545	夜が明けをかけてきた。
12580	門が閉める時間だ。
12705	問題は、この必要な隔たりを埋めるのが知覚であるという点である。
12711	問題の原因は部署間のコミュニケーションの欠如である。
12739	戻りたらすぐ電話させます。
12777	目的さえよければどんな手段をとてもよいわけではない。
12834	目を閉じて片足で１分間立ていられますか。
13051	黙ることを知らない者は話し上手はない。
13181	木はたとえあてもほとんどない。
13411	迷子の女の子はすすり泣きをしながら名前を言っていた。
13759	明日は英語のテストだろう、だっなら今晩は数学の宿題にかかずらわっちゃだめだ。
13858	明日の朝起きならすてきなものが見つかるよ。
13924	明日の今ごろ、彼らは選手権を目指しで戦っているところだろう。
13946	明日のパーティーにはケータリングを手配した。
13973	明日ででかける準備ができています。
13985	明日たち。
14096	明日、駅でお出迎えをしましょう。
14135	明子であったその瞬間から、彼は明子が好きになった。
14188	明るくなりはじめで、物が次第に見えるようになった。
14361	名所があまり多くで１、２日で見るわけにはいかなかった。
14368	名古屋は京都の東の方である。
14429	娘の永久歯がはえてきた。
14451	彼には娘が１人いた。
14519	無理相談じゃないだろう。
14587	無事におつきになったと聞いて安心した。
14625	夢はかない。
14642	夢がすべてかないように。
14821	満足はごちそうと同じ位結構もの。
14858	少年たちは「万難を排して決行しましょう」言った。
14860	少年たちは「万難を排して決行し」と言った。
14865	万次郎はこの二国をお互いに親しくするために一役果たした。
14867	万事上手くいてます。
14871	万事準備ができた。
14888	万一列車に乗り遅れたら、バスでいき。
15084	幕が終わりを明かりがついた。
15089	毎晩十分睡眠をとれば、あなたはずっと気分がよくなるだろう。
15314	毎週火曜日の朝、ラーク先生と呼ばれている老婦人ご学校にやって来た。
15318	毎週火曜日には、先生のころころした小さな指がピアノの鍵盤をあちこちと鳥のように飛びはねていた。
15405	妹は、「こんにちは」言いませんでした。
15445	埋め合わせをしよ。
15510	本日は御搭乗頂きをありがとうございます。
15513	本日の株価は下がりを気味です。
15546	本当の原因は彼の性格である。
15565	本当のことを知っていたら、あなたにお話ししたよ。
15670	本当に、がらりと変わってくれたね。
15741	本を読んでしまったら火曜日にお返しをします。
15818	本は私から彼に与えられた。
15885	本が出版されたらお送りいたします。
15991	僕らが勝ちそう気がする。
16067	僕は父の使いででそこに行った。
16081	僕は彼女を愛してるし、彼女も僕を愛して。
16134	僕は彼の下品冗談にはうんざりする。
16325	僕は妻を選ぶのに大変間違いをした。
16397	僕は決して負けん一糸の迷いもありません。
16399	僕は決して農業が嫌い訳じゃない。
16774	僕はあの学校のスクールカラーがすきはない。
16780	僕は９時までに帰るという約束を彼女にした。
16810	僕は、初めてサーカスというものに連れていてもらった。
16822	僕は、黄色い粉末を白い粉末と混ぜて茶色の粉末にしたり、結晶を粉末と混ぜてほこりにしたり、液体を固体と結合させて、泥を作ったりなどあれこれやってみたたのだ。
16858	僕の片言の英語がなんとか通じたのでほっとした。
17104	僕ってあがりを性だから、人の前で話すの苦手なんだよ。
17117	僕たちは野球をしようとしていた。
17152	僕たちはもう空高くににいるんだね。
17262	僕が隠れで君が僕を見つけるんだよ。わかった。
17311	僕が「嫌だ」言ったらどうする。
17332	北極熊は、生きていくために体を適温に保ち、数日か数ヶ月もあくかもしれない食事の間持ちこたえられるだけの十分エネルギーを蓄えねばならない。
17348	北海道は仙台の北方である。
17372	北海道には長くてまっすぐ道が多い。
17414	防衛本能はどんな動物も生まれつきをもっているものです。
17427	貿易障壁は戦争終結後解除された。
17444	棒を投げで犬がそれを取ってくるのを見なさい。
17657	ホームズさんが帽子をとって挨拶した。
17671	帽子がぬれでふにゃふにゃになった。
17693	邦夫は自分の下品テーブルマナーをあらためようとしなかったので、我々はがまんしなければならなかった。
17697	邦彦は最初の一発で的を撃ちを当てた。
17716	豊かさの中にあても餓死する人がいるのは残念なことである。
17746	蜂に刺された。
17844	法のもとでではすべての人は平等だ。
17966	包装によって実際である種の無駄を防ぐことが出来る。
18049	母親は一晩中起きで息子を待った。
18072	母親の青いな目を受け継いでいる。
18074	母親の声で子供が出で来た。
18117	母語についてはいくらたくさん学んでも十分はない。
18258	母は生協に入っていた。
18273	母は心穏やかはないようだった。
18398	母は私に新しい服を作ってくれた。
18421	母は私で行儀よくするようにと言った。
18437	母は私にその本を買ってくれた。
18448	母は私にかわいらしいスカートを作ってくれた。
18452	母は私に「騒いではいけません」言った。
18501	母は最近まで入院していた。
18649	母はこの前の日曜日にズボンを２本買ってくれた。
18705	母は１０分前に出かけた。
18713	母は、母自身で作った手袋をくれた。
18826	母が箱詰めのぶどうを送ってくれた。
18893	補給ががまもなく不足するでしょう。
18941	歩いても行けが、代わりに私の車でそこまで送りましょう。
18974	保険会社に連絡しので、御名前と御住所と御電話番号を記録させていただけますか。
19008	弁護士は彼女が潔白だという有力証拠を握っている。
19098	勉強するときは大変忍耐を必要とする。
19168	返事ががこなかったので、メイはビルに再び手紙を書いた。
19228	別荘は海岸である。
19269	別の仕事を見つけた。
19313	別に特定の人をさしで言っているのではない。
19397	壁からペンキが剥げを始めていた。
19415	米国車のハンドルは左側である。
19451	米の収穫が下ったら大変ことになるぞ。
19471	弊社のエンジニアが日本国内で販売されている同様の製品と仕様を比較した結果、非常に競合力があると判断いたした。
19497	平和で自由雰囲気の中で彼らは長い間話し合った。
19572	兵士達は厳戒体制であった。
19651	聞け、見よ、しかし黙ていよ。
19666	聞いた事をなんてもかんでも信じてはいけない。
19824	物理は私の苦手学科です。
19842	物質は温度によて形を変える。
19901	物価は上昇傾向である。
19957	物を視覚的に覚える器官は視床下部の下である。
20020	腹を割て話そう。
20130	風船はどんどん上がて行って、とうとう見えなくなった。
20172	風邪を引かないように、彼女はセーターを着た。
20205	風邪をひかないように気が付けるべきだ。
20359	風が出てきた。
20749	部屋からでできてもいいですか。
20790	侮辱されたと感じで彼は怒った。
20856	父親が亡くなって、ジョンは居酒屋で入りびたるようになった。
20888	父は両足を火のほうにのばして、ソファーで居眠りしていた。
21011	父は白髪が混じてきた。
21065	父は誕生日のお祝いに、私にデジタル時計を買ってくれた。
21160	父は自分の髪の刈りを方について非常にやかましい。
21170	父は時々職場に僕を連れていてくれた。
21188	父は私を男や女としてではなく、演技者として訓練した。
21253	父は私に窓が開けるように頼んだ。
21268	父は私に新しい自転車を買ってくれた。
21281	父は私に自動車を洗わせた。
21344	父は私たちを動物園につれていてくれました。
21416	父は昨晩私を映画に連れていてくれた。
21419	父は昨日入院した。
21434	父は最近タバコをやめた。
21549	父は暇なときにはよく推理小説を読んでいた。
21806	父は叔母さんの名前をとって私の名前にした。
21820	父はいつも「天は自ら助くる者を助く」言っていました。
21822	父はいつも「天は自ら助くる者を助く」と言っていた。
